"DIVIPOLA","Departamento","Municipio","Número de Atenciones 2017","Número de Atenciones 2018","Número de Atenciones 2019","Número de Personas Atendidas 2017","Número de Personas Atendidas 2018","Número de Personas Atendidas 2019","Variación 2017 -2018","Variación 2018 - 2019","Total Número de embarazos, partos y puerperios","Total Número de Personas Atendidas de embarazos, partos y puerperios","tasa representativa (aproximación)","Tasa representativa "
"5604"," Antioquia","Remedios     ","","","13","","","2","#DIV/0!","1","13","2","0 ??/10","15%"
"5664"," Antioquia","San Pedro    ","","","6","","","2","#DIV/0!","1","6","2","0 ??/10","33%"
"5679"," Antioquia","Santa Bárbara    ","","","7","","","2","#DIV/0!","1","7","2","0 ??/10","29%"
"5890"," Antioquia","Yolombó     ","","16","22","","1","2","1","0.5","38","2","0 ??/10","5%"
"8137","Atlántico","Campo De La Cruz  ","","20","4","","8","2","1","-3","24","10","0 ??/10","42%"
"8296","Atlántico","Galapa     ","","8","4","","3","2","1","-0.5","12","5","0 ??/10","42%"
"8372","Atlántico","Juan De Acosta   ","","1","7","","1","2","1","0.5","8","3","0 ??/10","38%"
"8436","Atlántico","Manatí     ","","30","13","","10","2","1","-4","43","12","0 ??/10","28%"
"8558","Atlántico","Polonuevo     ","","","5","","","2","#DIV/0!","1","5","2","0 ??/10","40%"
"8573","Atlántico","Puerto Colombia    ","","10","4","","6","2","1","-2","14","8","1 ??/11","57%"
"8606","Atlántico","Repelón     ","","51","8","","26","2","1","-12","59","28","0 ??/10","47%"
"8634","Atlántico","Sabanagrande     ","","2","6","","1","2","1","0.5","8","3","0 ??/10","38%"
"8675","Atlántico","Santa Lucía    ","","19","10","","5","2","1","-1.5","29","7","0 ??/10","24%"
"13052","Bolívar","Arjona     ","3","7","2","2","5","2","0.6","-1.5","12","9","1 ??/11","75%"
"13140","Bolívar","Calamar     ","","4","2","","2","2","1","0","6","4","1 ??/11","67%"
"13160","Bolívar","Cantagallo     ","","3","2","","2","2","1","0","5","4","1 ??/11","80%"
"13458","Bolívar","Montecristo     ","","","2","","","2","#DIV/0!","1","2","2","1 ??/11","100%"
"13647","Bolívar","San Estanislao    ","","","3","","","2","#DIV/0!","1","3","2","1 ??/11","67%"
"13667","Bolívar","San Martín De Loba  ","","6","4","","2","2","1","0","10","4","0 ??/10","40%"
"13683","Bolívar","Santa Rosa    ","","4","2","","3","2","1","-0.5","6","4","1 ??/11","67%"
"15401","Boyacá","La Victoria    ","","","3","","","2","#DIV/0!","1","3","2","1 ??/11","67%"
"15537","Boyacá","Paz De Río   ","","","4","","","2","#DIV/0!","1","4","2","0 ??/10","50%"
"15686","Boyacá","Santana     ","","","8","","","2","#DIV/0!","1","8","2","0 ??/10","25%"
"15753","Boyacá","Soatá     ","","","11","","","2","#DIV/0!","1","11","2","0 ??/10","18%"
"15757","Boyacá","Socha     ","","","4","","","2","#DIV/0!","1","4","2","0 ??/10","50%"
"15776","Boyacá","Sutamarchán     ","","","13","","","2","#DIV/0!","1","13","2","0 ??/10","15%"
"15837","Boyacá","Tuta     ","","","3","","","2","#DIV/0!","1","3","2","1 ??/11","67%"
"17388","Caldas","La Merced    ","","","6","","","2","#DIV/0!","1","6","2","0 ??/10","33%"
"17486","Caldas","Neira     ","","","19","","","2","#DIV/0!","1","19","2","0 ??/10","11%"
"17873","Caldas","Villamaría     ","","3","2","","1","2","1","0.5","5","3","1 ??/11","60%"
"19622","Cauca","Rosas     ","","","7","","","2","#DIV/0!","1","7","2","0 ??/10","29%"
"20787","Cesar","Tamalameque     ","","7","5","","3","2","1","-0.5","12","5","0 ??/10","42%"
"23189","Córdoba","Ciénaga De Oro   ","","","2","","","2","#DIV/0!","1","2","2","1 ??/11","100%"
"23570","Córdoba","Pueblo Nuevo    ","","","3","","","2","#DIV/0!","1","3","2","1 ??/11","67%"
"25483","Cundinamarca","Nariño     ","","","2","","","2","#DIV/0!","1","2","2","1 ??/11","100%"
"25862","Cundinamarca","Vergara     ","","","7","","","2","#DIV/0!","1","7","2","0 ??/10","29%"
"25867","Cundinamarca","Vianí     ","","","7","","","2","#DIV/0!","1","7","2","0 ??/10","29%"
"25873","Cundinamarca","Villapinzón     ","","","4","","","2","#DIV/0!","1","4","2","0 ??/10","50%"
"25875","Cundinamarca","Villeta     ","","41","4","","4","2","1","-1","45","6","0 ??/10","13%"
"41020","Huila","Algeciras     ","","","8","","","2","#DIV/0!","1","8","2","0 ??/10","25%"
"41807","Huila","Timaná     ","","","28","","","2","#DIV/0!","1","28","2","0 ??/10","7%"
"44420","La Guajira","La Jagua Del Pilar  ","","8","4","","2","2","1","0","12","4","0 ??/10","33%"
"47268","Magdalena","El Retén    ","","64","23","","6","2","1","-2","87","8","0 ??/10","9%"
"47541","Magdalena","Pedraza     ","","","5","","","2","#DIV/0!","1","5","2","0 ??/10","40%"
"47660","Magdalena","Sabanas De San Angel  ","","","24","","","2","#DIV/0!","1","24","2","0 ??/10","8%"
"47703","Magdalena","San Zenón    ","","17","10","","1","2","1","0.5","27","3","0 ??/10","11%"
"47798","Magdalena","Tenerife     ","","84","20","","3","2","1","-0.5","104","5","0 ??/10","5%"
"50150","Meta","Castilla La Nueva   ","","","6","","","2","#DIV/0!","1","6","2","0 ??/10","33%"
"50251","Meta","El Castillo    ","","","7","","","2","#DIV/0!","1","7","2","0 ??/10","29%"
"50318","Meta","Guamal     ","","4","3","","1","2","1","0.5","7","3","0 ??/10","43%"
"50683","Meta","San Juan De Arama  ","","","6","","","2","#DIV/0!","1","6","2","0 ??/10","33%"
"52022","Nariño","Aldana     ","","","5","","","2","#DIV/0!","1","5","2","0 ??/10","40%"
"52083","Nariño","Belén     ","","","6","","","2","#DIV/0!","1","6","2","0 ??/10","33%"
"54398","Norte de Santander","La Playa    ","2","15","3","1","6","2","0.83333333333333","-2","20","9","0 ??/10","45%"
"54680","Norte de Santander","Santiago     ","3","7","3","1","2","2","0.5","0","13","5","0 ??/10","38%"
"63190","Quindio","Circasia     ","","","4","","","2","#DIV/0!","1","4","2","0 ??/10","50%"
"63470","Quindio","Montenegro     ","","","2","","","2","#DIV/0!","1","2","2","1 ??/11","100%"
"68147","Santander","Capitanejo     ","","7","2","","2","2","1","0","9","4","0 ??/10","44%"
"68167","Santander","Charalá     ","","1","9","","1","2","1","0.5","10","3","0 ??/10","30%"
"68705","Santander","Santa Bárbara    ","","","5","","","2","#DIV/0!","1","5","2","0 ??/10","40%"
"68745","Santander","Simacota     ","","","2","","","2","#DIV/0!","1","2","2","1 ??/11","100%"
"70523","Sucre","Palmito     ","","","3","","","2","#DIV/0!","1","3","2","1 ??/11","67%"
"73449","Tolima","Melgar     ","","","5","","","2","#DIV/0!","1","5","2","0 ??/10","40%"
"73624","Tolima","Rovira     ","","","2","","","2","#DIV/0!","1","2","2","1 ??/11","100%"
"76147","Valle del Cauca","Cartago     ","","","2","","","2","#DIV/0!","1","2","2","1 ??/11","100%"
"76400","Valle del Cauca","La Unión    ","","","3","","","2","#DIV/0!","1","3","2","1 ??/11","67%"
"76616","Valle del Cauca","Riofrío     ","","","4","","","2","#DIV/0!","1","4","2","0 ??/10","50%"
"85225","Casanare","Nunchía     ","","18","4","","1","2","1","0.5","22","3","0 ??/10","14%"
"86569","Putumayo","Puerto Caicedo    ","","","2","","","2","#DIV/0!","1","2","2","1 ??/11","100%"
"5021"," Antioquia","Alejandría     ","","","3","","","1","#DIV/0!","1","3","1","0 ??/10","33%"
"5031"," Antioquia","Amalfi     ","","","10","","","1","#DIV/0!","1","10","1","0 ??/10","10%"
"5036"," Antioquia","Angelópolis     ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"5042"," Antioquia","Santafé De Antioquia   ","","","3","","","1","#DIV/0!","1","3","1","0 ??/10","33%"
"5051"," Antioquia","Arboletes     ","","4","5","","1","1","1","0","9","2","0 ??/10","22%"
"5147"," Antioquia","Carepa     ","","","7","","","1","#DIV/0!","1","7","1","0 ??/10","14%"
"5250"," Antioquia","El Bagre    ","","","5","","","1","#DIV/0!","1","5","1","0 ??/10","20%"
"5282"," Antioquia","Fredonia     ","","","3","","","1","#DIV/0!","1","3","1","0 ??/10","33%"
"5284"," Antioquia","Frontino     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"5467"," Antioquia","Montebello     ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"5490"," Antioquia","Necoclí     ","","","4","","","1","#DIV/0!","1","4","1","0 ??/10","25%"
"5579"," Antioquia","Puerto Berrío    ","","4","4","","1","1","1","0","8","2","0 ??/10","25%"
"5591"," Antioquia","Puerto Triunfo    ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"5628"," Antioquia","Sabanalarga     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"5667"," Antioquia","San Rafael    ","","","4","","","1","#DIV/0!","1","4","1","0 ??/10","25%"
"5670"," Antioquia","San Roque    ","","","4","","","1","#DIV/0!","1","4","1","0 ??/10","25%"
"5674"," Antioquia","San Vicente    ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"5690"," Antioquia","Santo Domingo    ","","","16","","","1","#DIV/0!","1","16","1","0 ??/10","6%"
"5761"," Antioquia","Sopetrán     ","","","5","","","1","#DIV/0!","1","5","1","0 ??/10","20%"
"5809"," Antioquia","Titiribí     ","","","5","","","1","#DIV/0!","1","5","1","0 ??/10","20%"
"5837"," Antioquia","Turbo     ","","","5","","","1","#DIV/0!","1","5","1","0 ??/10","20%"
"5858"," Antioquia","Vegachí     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"5861"," Antioquia","Venecia     ","","","4","","","1","#DIV/0!","1","4","1","0 ??/10","25%"
"5885"," Antioquia","Yalí     ","","","10","","","1","#DIV/0!","1","10","1","0 ??/10","10%"
"8520","Atlántico","Palmar De Varela   ","","5","2","","4","1","1","-3","7","5","1 ??/11","71%"
"13062","Bolívar","Arroyohondo     ","2","2","3","1","2","1","0.5","-1","7","4","1 ??/11","57%"
"13074","Bolívar","Barranco De Loba   ","","10","10","","1","1","1","0","20","2","0 ??/10","10%"
"13188","Bolívar","Cicuco     ","","4","2","","2","1","1","-1","6","3","0 ??/10","50%"
"13248","Bolívar","El Guamo    ","","","15","","","1","#DIV/0!","1","15","1","0 ??/10","7%"
"13580","Bolívar","Regidor     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"13600","Bolívar","Río Viejo    ","","","3","","","1","#DIV/0!","1","3","1","0 ??/10","33%"
"13744","Bolívar","Simití     ","","2","3","","1","1","1","0","5","2","0 ??/10","40%"
"13873","Bolívar","Villanueva     ","","7","1","","3","1","1","-2","8","4","0 ??/10","50%"
"15097","Boyacá","Boavita     ","","","4","","","1","#DIV/0!","1","4","1","0 ??/10","25%"
"15104","Boyacá","Boyacá     ","","2","5","","1","1","1","0","7","2","0 ??/10","29%"
"15215","Boyacá","Corrales     ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"15362","Boyacá","Iza     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"15480","Boyacá","Muzo     ","","","4","","","1","#DIV/0!","1","4","1","0 ??/10","25%"
"15491","Boyacá","Nobsa     ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"15518","Boyacá","Pajarito     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"15632","Boyacá","Saboyá     ","","","4","","","1","#DIV/0!","1","4","1","0 ??/10","25%"
"15723","Boyacá","Sativasur     ","","","4","","","1","#DIV/0!","1","4","1","0 ??/10","25%"
"15763","Boyacá","Sotaquirá     ","","","5","","","1","#DIV/0!","1","5","1","0 ??/10","20%"
"15790","Boyacá","Tasco     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"15810","Boyacá","Tipacoque     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"15820","Boyacá","Tópaga     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"15861","Boyacá","Ventaquemada     ","","","8","","","1","#DIV/0!","1","8","1","0 ??/10","13%"
"17524","Caldas","Palestina     ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"17665","Caldas","San José    ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"18001","Caquetá","Florencia     ","","","4","","","1","#DIV/0!","1","4","1","0 ??/10","25%"
"19050","Cauca","Argelia     ","","1","4","","1","1","1","0","5","2","0 ??/10","40%"
"19075","Cauca","Balboa     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"19137","Cauca","Caldono     ","","","3","","","1","#DIV/0!","1","3","1","0 ??/10","33%"
"19142","Cauca","Caloto     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"19300","Cauca","Guachené     ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"19455","Cauca","Miranda     ","","","3","","","1","#DIV/0!","1","3","1","0 ??/10","33%"
"19548","Cauca","Piendamó     ","","2","3","","1","1","1","0","5","2","0 ??/10","40%"
"19573","Cauca","Puerto Tejada    ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"19701","Cauca","Santa Rosa    ","","","4","","","1","#DIV/0!","1","4","1","0 ??/10","25%"
"19780","Cauca","Suárez     ","","","3","","","1","#DIV/0!","1","3","1","0 ??/10","33%"
"19807","Cauca","Timbío     ","","","4","","","1","#DIV/0!","1","4","1","0 ??/10","25%"
"20032","Cesar","Astrea     ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"20175","Cesar","Chimichagua     ","1","2","1","1","2","1","0.5","-1","4","3","1 ??/11","75%"
"23168","Córdoba","Chimá     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"23417","Córdoba","Lorica     ","","","10","","","1","#DIV/0!","1","10","1","0 ??/10","10%"
"23678","Córdoba","San Carlos    ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"23686","Córdoba","San Pelayo    ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"25019","Cundinamarca","Albán     ","","3","4","","1","1","1","0","7","2","0 ??/10","29%"
"25040","Cundinamarca","Anolaima     ","","2","3","","1","1","1","0","5","2","0 ??/10","40%"
"25258","Cundinamarca","El Peñón    ","","2","1","","1","1","1","0","3","2","1 ??/11","67%"
"25279","Cundinamarca","Fomeque     ","","2","8","","1","1","1","0","10","2","0 ??/10","20%"
"25281","Cundinamarca","Fosca     ","","","3","","","1","#DIV/0!","1","3","1","0 ??/10","33%"
"25290","Cundinamarca","Fusagasugá     ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"25307","Cundinamarca","Girardot     ","","","5","","","1","#DIV/0!","1","5","1","0 ??/10","20%"
"25312","Cundinamarca","Granada     ","","","3","","","1","#DIV/0!","1","3","1","0 ??/10","33%"
"25402","Cundinamarca","La Vega    ","","","4","","","1","#DIV/0!","1","4","1","0 ??/10","25%"
"25426","Cundinamarca","Macheta     ","","","3","","","1","#DIV/0!","1","3","1","0 ??/10","33%"
"25486","Cundinamarca","Nemocón     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"25489","Cundinamarca","Nimaima     ","","","6","","","1","#DIV/0!","1","6","1","0 ??/10","17%"
"25506","Cundinamarca","Venecia     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"25530","Cundinamarca","Paratebueno     ","","1","3","","1","1","1","0","4","2","0 ??/10","50%"
"25580","Cundinamarca","Pulí     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"25718","Cundinamarca","Sasaima     ","","","8","","","1","#DIV/0!","1","8","1","0 ??/10","13%"
"25736","Cundinamarca","Sesquilé     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"25769","Cundinamarca","Subachoque     ","","9","3","","2","1","1","-1","12","3","0 ??/10","25%"
"25777","Cundinamarca","Supatá     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"25781","Cundinamarca","Sutatausa     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"25817","Cundinamarca","Tocancipá     ","","","10","","","1","#DIV/0!","1","10","1","0 ??/10","10%"
"25843","Cundinamarca","Villa De San Diego De Ubate","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"25851","Cundinamarca","Útica     ","","","4","","","1","#DIV/0!","1","4","1","0 ??/10","25%"
"27660","Chocó","San José Del Palmar  ","","","4","","","1","#DIV/0!","1","4","1","0 ??/10","25%"
"41078","Huila","Baraya     ","","","7","","","1","#DIV/0!","1","7","1","0 ??/10","14%"
"41132","Huila","Campoalegre     ","","","3","","","1","#DIV/0!","1","3","1","0 ??/10","33%"
"41206","Huila","Colombia     ","","","4","","","1","#DIV/0!","1","4","1","0 ??/10","25%"
"41244","Huila","Elías     ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"41483","Huila","Nátaga     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"41615","Huila","Rivera     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"41668","Huila","San Agustín    ","","","20","","","1","#DIV/0!","1","20","1","0 ??/10","5%"
"41676","Huila","Santa María    ","","","3","","","1","#DIV/0!","1","3","1","0 ??/10","33%"
"41799","Huila","Tello     ","","","3","","","1","#DIV/0!","1","3","1","0 ??/10","33%"
"47030","Magdalena","Algarrobo     ","","21","4","","2","1","1","-1","25","3","0 ??/10","12%"
"47161","Magdalena","Cerro San Antonio   ","","4","1","","1","1","1","0","5","2","0 ??/10","40%"
"47205","Magdalena","Concordia     ","","5","1","","4","1","1","-3","6","5","1 ??/11","83%"
"47570","Magdalena","Puebloviejo     ","","11","1","","5","1","1","-4","12","6","0 ??/10","50%"
"47605","Magdalena","Remolino     ","","1","3","","1","1","1","0","4","2","0 ??/10","50%"
"47720","Magdalena","Santa Bárbara De Pinto  ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"50124","Meta","Cabuyaro     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"50223","Meta","Cubarral     ","","","3","","","1","#DIV/0!","1","3","1","0 ??/10","33%"
"50330","Meta","Mesetas     ","","","3","","","1","#DIV/0!","1","3","1","0 ??/10","33%"
"50590","Meta","Puerto Rico    ","","","3","","","1","#DIV/0!","1","3","1","0 ??/10","33%"
"50606","Meta","Restrepo     ","","8","1","","4","1","1","-3","9","5","1 ??/11","56%"
"50680","Meta","San Carlos De Guaroa  ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"50689","Meta","San Martín    ","","3","3","","1","1","1","0","6","2","0 ??/10","33%"
"52051","Nariño","Arboleda     ","","","4","","","1","#DIV/0!","1","4","1","0 ??/10","25%"
"52240","Nariño","Chachagüí     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"52254","Nariño","El Peñol    ","","","6","","","1","#DIV/0!","1","6","1","0 ??/10","17%"
"52256","Nariño","El Rosario    ","","","3","","","1","#DIV/0!","1","3","1","0 ??/10","33%"
"52354","Nariño","Imués     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"52381","Nariño","La Florida    ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"52573","Nariño","Puerres     ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"52683","Nariño","Sandoná     ","","","3","","","1","#DIV/0!","1","3","1","0 ??/10","33%"
"52838","Nariño","Túquerres     ","","2","1","","1","1","1","0","3","2","1 ??/11","67%"
"54109","Norte de Santander","Bucarasica     ","3","2","1","1","1","1","0","0","6","3","0 ??/10","50%"
"54174","Norte de Santander","Chitagá     ","9","","5","2","","1","#DIV/0!","1","14","3","0 ??/10","21%"
"54223","Norte de Santander","Cucutilla     ","","11","3","","3","1","1","-2","14","4","0 ??/10","29%"
"54313","Norte de Santander","Gramalote     ","","13","2","","3","1","1","-2","15","4","0 ??/10","27%"
"54347","Norte de Santander","Herrán     ","","","5","","","1","#DIV/0!","1","5","1","0 ??/10","20%"
"54385","Norte de Santander","La Esperanza    ","3","","6","1","","1","#DIV/0!","1","9","2","0 ??/10","22%"
"54599","Norte de Santander","Ragonvalia     ","3","12","2","1","3","1","0.66666666666667","-2","17","5","0 ??/10","29%"
"63130","Quindio","Calarca     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"63272","Quindio","Filandia     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"66045","Risaralda","Apía     ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"66088","Risaralda","Belén De Umbría   ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"66594","Risaralda","Quinchía     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"66687","Risaralda","Santuario     ","","","3","","","1","#DIV/0!","1","3","1","0 ??/10","33%"
"68020","Santander","Albania     ","","","6","","","1","#DIV/0!","1","6","1","0 ??/10","17%"
"68092","Santander","Betulia     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"68101","Santander","Bolívar     ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"68152","Santander","Carcasí     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"68160","Santander","Cepitá     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"68207","Santander","Concepción     ","","2","1","","2","1","1","-1","3","3","1 ??/11","100%"
"68211","Santander","Contratación     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"68229","Santander","Curití     ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"68235","Santander","El Carmen De Chucurí  ","6","5","4","1","1","1","0","0","15","3","0 ??/10","20%"
"68255","Santander","El Playón    ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"68318","Santander","Guaca     ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"68322","Santander","Guapotá     ","","","14","","","1","#DIV/0!","1","14","1","0 ??/10","7%"
"68324","Santander","Guavatá     ","","4","3","","1","1","1","0","7","2","0 ??/10","29%"
"68377","Santander","La Belleza    ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"68385","Santander","Landázuri     ","","","4","","","1","#DIV/0!","1","4","1","0 ??/10","25%"
"68418","Santander","Los Santos    ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"68468","Santander","Molagavita     ","","2","1","","2","1","1","-1","3","3","1 ??/11","100%"
"68669","Santander","San Andrés    ","","1","1","","1","1","1","0","2","2","1 ??/11","100%"
"68673","Santander","San Benito    ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"68686","Santander","San Miguel    ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"68780","Santander","Suratá     ","","","3","","","1","#DIV/0!","1","3","1","0 ??/10","33%"
"70221","Sucre","Coveñas     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"70265","Sucre","Guaranda     ","1","","1","1","","1","#DIV/0!","1","2","2","1 ??/11","100%"
"70473","Sucre","Morroa     ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"70742","Sucre","San Luis De Sincé  ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"73001","Tolima","Ibagué     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"73236","Tolima","Dolores     ","","","6","","","1","#DIV/0!","1","6","1","0 ??/10","17%"
"73283","Tolima","Fresno     ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"73319","Tolima","Guamo     ","","","4","","","1","#DIV/0!","1","4","1","0 ??/10","25%"
"73411","Tolima","Líbano     ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"73678","Tolima","San Luis    ","","","3","","","1","#DIV/0!","1","3","1","0 ??/10","33%"
"73854","Tolima","Valle De San Juan  ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"76403","Valle del Cauca","La Victoria    ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"76520","Valle del Cauca","Palmira     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"76622","Valle del Cauca","Roldanillo     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"76895","Valle del Cauca","Zarzal     ","","","5","","","1","#DIV/0!","1","5","1","0 ??/10","20%"
"85230","Casanare","Orocué     ","","18","1","","1","1","1","0","19","2","0 ??/10","11%"
"85325","Casanare","San Luis De Palenque  ","","1","2","","1","1","1","0","3","2","1 ??/11","67%"
"86219","Putumayo","Colón     ","","6","2","","3","1","1","-2","8","4","0 ??/10","50%"
"86573","Putumayo","Leguízamo     ","","","1","","","1","#DIV/0!","1","1","1","1 ??/11","100%"
"86749","Putumayo","Sibundoy     ","","1","2","","1","1","1","0","3","2","1 ??/11","67%"
"86760","Putumayo","Santiago     ","","1","2","","1","1","1","0","3","2","1 ??/11","67%"
"91407","Amazonas","La Pedrera    ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"91540","Amazonas","Puerto Nariño    ","","","2","","","1","#DIV/0!","1","2","1","0 ??/10","50%"
"99524","Vichada","La Primavera    ","","4","1","","2","1","1","-1","5","3","1 ??/11","60%"
"99773","Vichada","Cumaribo     ","","3","3","","2","1","1","-1","6","3","0 ??/10","50%"
"5101"," Antioquia","Ciudad Bolívar    ","","16","","","2","","1","#DIV/0!","16","2","0 ??/10","13%"
"5172"," Antioquia","Chigorodó     ","","4","","","1","","1","#DIV/0!","4","1","0 ??/10","25%"
"5209"," Antioquia","Concordia     ","","3","","","1","","1","#DIV/0!","3","1","0 ??/10","33%"
"5310"," Antioquia","Gómez Plata    ","","10","","","1","","1","#DIV/0!","10","1","0 ??/10","10%"
"5400"," Antioquia","La Unión    ","1","","","1","","","#DIV/0!","#DIV/0!","1","1","1 ??/11","100%"
"5501"," Antioquia","Olaya     ","","4","","","1","","1","#DIV/0!","4","1","0 ??/10","25%"
"5649"," Antioquia","San Carlos    ","","2","","","1","","1","#DIV/0!","2","1","0 ??/10","50%"
"5686"," Antioquia","Santa Rosa De Osos  ","","1","","","1","","1","#DIV/0!","1","1","1 ??/11","100%"
"5790"," Antioquia","Tarazá     ","","4","","","1","","1","#DIV/0!","4","1","0 ??/10","25%"
"5842"," Antioquia","Uramita     ","4","","","1","","","#DIV/0!","#DIV/0!","4","1","0 ??/10","25%"
"5893"," Antioquia","Yondó     ","","2","","","1","","1","#DIV/0!","2","1","0 ??/10","50%"
"8078","Atlántico","Baranoa     ","","3","","","1","","1","#DIV/0!","3","1","0 ??/10","33%"
"8141","Atlántico","Candelaria     ","","9","","","2","","1","#DIV/0!","9","2","0 ??/10","22%"
"8685","Atlántico","Santo Tomás    ","","3","","","3","","1","#DIV/0!","3","3","1 ??/11","100%"
"8770","Atlántico","Suan     ","","11","","","5","","1","#DIV/0!","11","5","0 ??/10","45%"
"13006","Bolívar","Achí     ","","4","","","3","","1","#DIV/0!","4","3","1 ??/11","75%"
"13030","Bolívar","Altos Del Rosario   ","","2","","","1","","1","#DIV/0!","2","1","0 ??/10","50%"
"13838","Bolívar","Turbaná     ","","1","","","1","","1","#DIV/0!","1","1","1 ??/11","100%"
"13894","Bolívar","Zambrano     ","","26","","","1","","1","#DIV/0!","26","1","0 ??/10","4%"
"15673","Boyacá","San Mateo    ","","4","","","1","","1","#DIV/0!","4","1","0 ??/10","25%"
"19100","Cauca","Bolívar     ","","3","","","1","","1","#DIV/0!","3","1","0 ??/10","33%"
"19743","Cauca","Silvia     ","","1","","","1","","1","#DIV/0!","1","1","1 ??/11","100%"
